id_mahasiswa;Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Curricular_units_1st_sem_credited;Curricular_units_1st_sem_enrolled;Curricular_units_1st_sem_evaluations;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_1st_sem_without_evaluations;Curricular_units_2nd_sem_credited;Curricular_units_2nd_sem_enrolled;Curricular_units_2nd_sem_evaluations;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Curricular_units_2nd_sem_without_evaluations;Unemployment_rate;Inflation_rate;GDP;Status;skor_kartu;peringkat;asal_data;profil
MHS0953;1;44;1;9003;1;39;140.0;1;1;19;4;8;140.0;0;0;0;1;1;0;20;0;0;6;7;6;13.571428571428571;0;0;6;6;6;12.666666666666666;0;12.4;0.5;1.79;Graduate;671;B;data latih;Tidak dipanggil
MHS0954;1;18;5;9500;1;1;137.0;1;19;1;1;10;129.3;0;0;0;1;0;0;19;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;9.4;-0.8;-3.12;Dropout;562;D;data uji;Menghilang dari kelas
MHS0955;1;42;1;9119;1;1;120.0;1;3;1;2;9;108.2;1;0;0;1;1;0;26;0;4;10;14;4;11.25;0;4;11;11;4;12.0;0;7.6;2.6;0.32;Dropout;583;D;data latih;Berjuang secara akademik
MHS0956;1;17;4;9670;1;1;125.0;1;1;1;4;90;125.4;1;0;0;1;1;0;19;0;0;5;6;3;13.333333333333334;0;0;5;5;1;11.0;0;7.6;2.6;0.32;Dropout;597;D;data latih;Berjuang secara akademik
MHS0957;1;17;1;9773;1;1;130.0;1;19;37;9;9;140.2;0;0;0;1;1;1;19;0;0;6;6;6;12.0;0;0;6;7;6;11.666666666666666;0;16.2;0.3;-0.92;Graduate;672;B;data latih;Tidak dipanggil
MHS0958;1;1;3;9773;1;1;115.0;1;38;1;9;4;116.1;1;0;0;1;1;0;19;0;0;6;6;6;12.5;0;0;6;7;5;13.0;0;12.4;0.5;1.79;Graduate;652;C;data latih;Tidak dipanggil
MHS0959;1;1;1;9147;1;1;150.0;1;1;19;5;5;137.8;1;0;0;1;1;1;19;0;0;5;6;5;13.2;0;0;5;6;5;12.666666666666666;0;16.2;0.3;-0.92;Graduate;658;B;data latih;Tidak dipanggil
MHS0960;1;1;3;9670;1;1;134.0;1;14;11;0;0;128.4;1;0;0;0;1;0;19;0;0;5;5;0;0.0;0;0;4;4;0;0.0;0;7.6;2.6;0.32;Dropout;484;E;data latih;Terhalang biaya
MHS0961;1;39;1;9670;1;1;120.0;1;34;34;0;0;106.0;1;0;0;0;1;0;28;0;0;5;7;3;11.666666666666666;0;0;5;8;2;11.5;1;7.6;2.6;0.32;Dropout;484;E;data latih;Terhalang biaya
MHS0962;1;43;1;9147;1;1;141.0;1;37;37;9;9;130.2;0;0;0;1;1;0;24;0;10;15;16;15;13.466666666666669;1;10;14;14;14;13.642857142857142;0;9.4;-0.8;-3.12;Graduate;661;B;data latih;Tidak dipanggil
MHS0963;1;1;1;9130;1;1;133.0;1;3;1;2;4;126.0;0;0;0;1;1;0;18;0;0;5;7;3;13.666666666666666;0;0;5;5;5;13.2;0;7.6;2.6;0.32;Graduate;630;C;data latih;Tidak dipanggil
MHS0964;1;1;2;9119;1;1;149.0;1;38;38;5;5;141.0;0;0;0;1;1;0;18;0;0;5;9;2;11.666666666666666;0;0;5;9;2;12.5;2;7.6;2.6;0.32;Enrolled;605;C;mahasiswa aktif;Tidak dipanggil
MHS0965;1;1;1;9773;1;1;121.0;1;1;3;3;7;113.0;1;0;0;1;1;1;18;0;0;6;7;6;11.666666666666666;0;0;6;12;5;10.2;0;12.4;0.5;1.79;Graduate;644;C;data latih;Tidak dipanggil
MHS0966;1;44;1;9003;1;39;120.0;1;4;1;2;8;120.0;0;0;0;1;1;0;21;0;0;6;9;5;13.4;0;0;6;9;5;12.4;0;8.9;1.4;3.51;Graduate;618;C;data latih;Tidak dipanggil
MHS0967;2;39;1;9991;0;1;148.0;1;19;37;9;5;130.9;0;0;0;0;1;0;28;0;0;5;5;0;0.0;0;0;5;6;0;0.0;0;12.4;0.5;1.79;Dropout;445;E;data latih;Terhalang biaya
MHS0968;1;39;1;9003;1;12;133.1;1;37;19;9;10;120.0;0;0;0;1;1;0;58;0;0;6;9;0;0.0;0;0;6;6;0;0.0;0;13.9;-0.3;0.79;Dropout;523;E;data latih;Berjuang secara akademik
MHS0969;2;39;1;9991;0;1;135.0;1;34;34;0;0;134.1;1;0;0;0;1;0;49;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout;443;E;data uji;Terhalang biaya
MHS0970;1;39;1;9119;1;1;150.0;1;1;38;3;5;120.0;0;0;0;1;1;0;24;0;0;5;6;3;10.666666666666666;0;0;5;9;2;10.5;0;15.5;2.8;-4.06;Enrolled;543;E;mahasiswa aktif;Berjuang secara akademik
MHS0971;1;43;1;9670;1;1;130.0;1;34;34;0;0;114.8;0;0;0;1;1;0;25;0;0;5;5;4;13.75;0;0;5;5;4;14.75;0;7.6;2.6;0.32;Graduate;619;C;data latih;Tidak dipanggil
MHS0972;4;42;1;9147;1;1;133.1;1;37;38;7;3;123.0;1;0;0;1;1;0;33;0;0;5;5;1;10.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout;537;E;data latih;Menghilang dari kelas
MHS0973;2;39;2;9119;1;19;133.1;1;37;37;7;7;118.0;0;0;0;0;1;0;33;0;0;5;11;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout;431;E;data latih;Terhalang biaya
MHS0974;2;43;1;9853;1;1;110.0;1;37;37;7;7;100.0;0;0;0;1;1;0;40;0;0;2;4;1;16.0;0;0;4;5;4;15.5;0;13.9;-0.3;0.79;Graduate;593;D;data latih;Berjuang secara akademik
MHS0975;2;39;1;9991;0;1;170.0;1;37;19;9;3;151.1;0;0;0;1;1;0;48;0;0;5;9;5;12.285714285714286;0;0;5;8;5;11.125;0;16.2;0.3;-0.92;Graduate;560;D;data uji;Berjuang secara akademik
MHS0976;1;17;3;9119;1;1;120.0;1;1;19;9;3;116.9;1;0;1;0;1;0;18;0;0;5;10;3;12.0;0;0;5;8;3;10.333333333333334;0;8.9;1.4;3.51;Enrolled;468;E;mahasiswa aktif;Terhalang biaya
MHS0977;1;39;1;9500;1;19;133.1;1;38;38;9;8;106.0;1;0;0;1;1;0;24;0;0;7;7;6;12.666666666666666;1;0;7;7;6;12.666666666666666;1;7.6;2.6;0.32;Graduate;658;B;data latih;Tidak dipanggil
MHS0978;2;1;1;9085;1;1;139.0;1;19;19;192;144;127.1;0;0;0;1;1;1;23;0;0;5;6;5;11.8;0;0;5;7;4;13.25;1;10.8;1.4;1.74;Graduate;647;C;data latih;Tidak dipanggil
MHS0979;1;39;1;9991;0;19;133.1;1;19;37;7;5;155.5;1;0;1;0;1;0;39;0;0;5;6;5;10.6;0;0;5;7;5;14.666666666666666;0;10.8;1.4;1.74;Dropout;487;E;data latih;Terhalang biaya
MHS0980;1;18;1;9003;1;1;133.1;1;1;38;9;6;101.0;0;0;0;1;1;0;21;0;5;11;16;9;11.9;0;3;9;14;8;12.25;0;15.5;2.8;-4.06;Graduate;658;B;data latih;Tidak dipanggil
MHS0981;1;42;1;9119;1;6;120.0;1;35;35;6;6;128.2;1;0;0;1;1;0;34;0;4;6;8;4;11.25;0;1;5;8;2;10.5;0;7.6;2.6;0.32;Dropout;554;D;data latih;Berjuang secara akademik
MHS0982;2;39;1;9991;0;1;100.0;1;19;19;4;4;113.0;0;0;0;1;1;1;41;0;0;5;9;4;11.0;0;0;5;6;5;11.4;0;8.9;1.4;3.51;Enrolled;582;D;mahasiswa aktif;Berjuang secara akademik
MHS0983;1;1;1;9773;1;1;134.0;1;1;38;4;5;122.8;0;0;0;1;1;0;18;0;0;6;6;6;12.0;0;0;6;6;6;12.5;0;12.7;3.7;-1.7;Graduate;679;B;data latih;Tidak dipanggil
MHS0984;2;39;1;9991;0;1;130.0;1;38;38;9;3;145.6;0;0;0;1;1;0;34;0;0;5;10;4;11.75;0;0;5;10;4;10.833333333333334;0;13.9;-0.3;0.79;Enrolled;553;D;mahasiswa aktif;Berjuang secara akademik
MHS0985;1;1;1;9147;1;1;128.0;1;1;1;2;10;116.5;0;0;0;1;1;0;19;0;0;5;8;2;10.0;0;0;5;8;1;16.0;0;7.6;2.6;0.32;Dropout;614;C;data latih;Tidak dipanggil
MHS0986;1;1;1;9500;1;1;154.0;1;19;19;3;3;142.0;0;0;0;1;1;0;19;0;0;8;8;7;13.714285714285714;0;0;8;8;7;13.714285714285714;0;12.7;3.7;-1.7;Graduate;697;A;data latih;Tidak dipanggil
MHS0987;1;7;1;9003;1;4;150.0;1;1;1;4;6;150.0;0;0;0;1;1;0;28;0;0;6;14;6;14.875;0;0;6;12;6;15.8;0;16.2;0.3;-0.92;Graduate;659;B;data latih;Tidak dipanggil
MHS0988;1;17;1;9070;1;1;134.0;1;1;1;5;0;133.3;1;0;0;1;1;0;18;0;0;6;7;5;10.8;1;0;6;6;0;0.0;0;7.6;2.6;0.32;Dropout;594;D;data uji;Berjuang secara akademik
MHS0989;1;1;1;9238;1;1;127.0;1;2;2;3;4;115.8;1;0;0;1;1;0;19;0;0;6;11;3;12.0;0;0;6;12;2;10.0;0;11.1;0.6;2.02;Dropout;603;C;data uji;Tidak dipanggil
MHS0990;1;17;2;9085;1;1;133.1;1;19;38;9;1;100.0;1;0;1;0;1;0;19;0;0;6;10;5;12.5;0;0;6;19;2;13.5;0;12.4;0.5;1.79;Dropout;526;E;data latih;Terhalang biaya
MHS0991;1;17;1;9500;1;1;130.0;1;1;3;9;2;128.6;1;0;0;1;0;0;18;0;0;7;7;7;14.728571428571428;0;0;8;11;8;16.327272727272728;0;16.2;0.3;-0.92;Graduate;699;A;data latih;Tidak dipanggil
MHS0992;1;1;1;9130;1;1;135.0;1;3;3;2;2;137.1;1;0;0;1;0;0;18;0;0;6;8;6;12.0;0;0;6;8;5;14.8;0;12.4;0.5;1.79;Graduate;641;C;data latih;Tidak dipanggil
MHS0993;1;1;1;9773;1;1;143.0;1;1;3;3;3;149.0;1;0;0;1;0;0;18;0;0;6;8;6;11.428571428571429;0;0;6;7;6;11.0;0;11.1;0.6;2.02;Dropout;652;C;data latih;Tidak dipanggil
MHS0994;1;44;2;9238;1;39;150.0;1;3;19;4;9;147.0;1;0;0;1;0;0;19;0;3;6;6;6;14.166666666666666;0;2;6;6;6;13.5;0;12.4;0.5;1.79;Graduate;692;B;data latih;Tidak dipanggil
MHS0995;2;7;1;9238;1;3;150.0;1;37;37;191;192;150.0;0;0;0;1;0;0;31;0;1;6;12;5;12.5;0;0;6;10;5;14.6;0;12.7;3.7;-1.7;Graduate;611;C;data latih;Tidak dipanggil
MHS0996;1;39;1;8014;0;1;130.0;1;37;37;9;8;103.5;0;0;0;1;0;1;33;0;0;6;6;6;14.166666666666666;0;0;6;6;6;14.333333333333334;0;12.7;3.7;-1.7;Graduate;693;B;data latih;Tidak dipanggil
MHS0997;1;1;3;9500;1;1;113.0;1;3;1;134;135;107.8;1;0;0;1;0;1;20;0;0;7;10;5;14.46;0;0;7;8;6;13.55;0;12.4;0.5;1.79;Enrolled;712;A;mahasiswa aktif;Tidak dipanggil
MHS0998;1;44;1;9085;1;39;130.0;6;19;1;6;4;130.0;1;0;0;1;0;0;22;1;0;6;12;5;12.8;0;0;6;19;2;11.5;0;12.4;0.5;1.79;Enrolled;585;D;mahasiswa aktif;Berjuang secara akademik
MHS0999;1;17;1;9254;1;1;115.0;1;1;19;3;3;109.4;1;0;0;1;0;0;19;0;0;6;8;6;12.666666666666666;0;0;6;8;5;13.4;0;11.1;0.6;2.02;Graduate;642;C;data latih;Tidak dipanggil
MHS1000;1;1;3;9070;1;1;146.0;1;34;34;0;0;143.6;1;0;0;1;0;0;18;0;0;6;6;6;12.5;0;0;6;6;6;13.0;0;7.6;2.6;0.32;Dropout;693;B;data latih;Tidak dipanggil
MHS1001;1;17;3;9070;1;1;132.0;1;38;1;5;5;124.3;0;1;0;1;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout;561;D;data uji;Menghilang dari kelas
MHS1002;1;1;5;9670;1;1;116.0;1;19;38;9;9;119.5;1;0;0;0;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout;486;E;data latih;Menghilang dari kelas
MHS1003;1;1;1;171;1;1;163.0;1;3;4;2;5;175.6;1;0;0;1;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;11.1;0.6;2.02;Graduate;562;D;data latih;Menghilang dari kelas
MHS1004;1;17;2;9147;1;1;122.0;1;19;19;7;7;116.1;1;0;0;1;0;1;19;0;0;5;8;5;11.2;0;0;5;5;3;11.0;0;12.4;0.5;1.79;Graduate;614;C;data latih;Tidak dipanggil
MHS1005;1;17;2;9238;1;1;136.0;1;1;3;3;4;126.6;1;0;0;1;0;0;18;0;0;6;6;6;16.5;0;0;6;7;6;17.428571428571427;0;11.1;0.6;2.02;Dropout;700;A;data latih;Tidak dipanggil
MHS1006;1;17;1;9085;1;1;142.0;1;3;19;5;5;130.8;1;0;0;1;0;0;18;0;0;5;9;3;13.666666666666666;1;0;5;5;5;12.0;0;12.7;3.7;-1.7;Graduate;629;C;data latih;Tidak dipanggil
MHS1007;1;17;6;9500;1;1;139.0;1;37;37;9;6;133.5;1;0;0;1;0;1;18;0;0;8;8;7;15.228571428571428;0;0;8;8;7;15.228571428571428;0;12.7;3.7;-1.7;Graduate;728;A;data latih;Tidak dipanggil
MHS1008;1;53;1;9238;1;42;140.0;1;37;37;9;10;136.9;1;0;0;1;0;0;21;0;5;9;10;9;12.77777777777778;0;4;9;9;9;13.22222222222222;0;8.9;1.4;3.51;Graduate;682;B;data uji;Tidak dipanggil
MHS1009;1;1;1;9500;1;1;165.0;1;19;37;5;5;142.3;0;0;0;1;0;1;18;0;0;8;8;7;14.428571428571429;0;0;8;8;7;14.428571428571429;0;12.7;3.7;-1.7;Graduate;735;A;data latih;Tidak dipanggil
MHS1010;1;17;3;9670;1;1;122.0;1;1;38;3;3;114.3;1;0;0;1;0;0;18;0;0;6;8;6;13.875;0;0;6;7;6;13.714285714285714;0;11.1;0.6;2.02;Graduate;686;B;data latih;Tidak dipanggil
MHS1011;1;1;2;9500;1;1;135.0;1;19;19;9;10;122.9;1;0;0;1;0;0;18;0;0;7;10;7;13.128;0;0;8;13;6;13.193333333333332;0;15.5;2.8;-4.06;Graduate;701;A;data latih;Tidak dipanggil
MHS1012;1;17;1;9500;1;1;128.0;1;19;1;4;3;117.2;1;0;0;1;0;0;20;0;0;7;9;6;11.605;0;0;8;10;7;12.4125;0;16.2;0.3;-0.92;Graduate;673;B;data latih;Tidak dipanggil
MHS1013;1;17;1;9147;1;1;139.0;1;1;38;4;5;152.0;0;0;0;1;0;1;18;0;0;5;5;5;14.6;0;0;5;8;5;12.0;0;12.7;3.7;-1.7;Graduate;655;C;data latih;Tidak dipanggil
MHS1014;1;1;2;9773;1;1;125.0;1;19;1;4;5;122.2;1;0;0;1;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout;566;D;data latih;Menghilang dari kelas
MHS1015;1;18;2;9147;1;1;102.0;1;37;38;191;143;101.7;1;0;0;1;0;1;20;0;0;5;6;5;11.8;0;0;5;6;5;11.6;0;8.9;1.4;3.51;Graduate;610;C;data latih;Tidak dipanggil
MHS1016;1;17;1;9254;1;1;116.0;1;19;19;9;8;119.9;1;0;0;1;0;0;20;0;0;6;6;6;12.333333333333334;0;0;6;6;6;12.333333333333334;0;12.4;0.5;1.79;Graduate;672;B;data latih;Tidak dipanggil
MHS1017;1;17;1;9147;1;1;138.0;1;37;1;9;9;123.7;1;0;1;1;0;1;19;0;0;5;5;4;11.0;0;0;5;5;0;0.0;0;11.1;0.6;2.02;Dropout;588;D;data latih;Berjuang secara akademik
MHS1018;1;51;1;9070;1;1;135.0;1;3;1;3;5;121.8;0;0;0;1;0;1;19;0;5;11;11;11;13.181818181818182;0;5;11;11;11;12.909090909090908;0;11.1;0.6;2.02;Graduate;712;A;data uji;Tidak dipanggil
MHS1019;1;17;4;9670;1;1;110.0;1;19;37;9;99;106.1;1;1;1;0;0;1;18;0;0;6;6;1;11.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7;Dropout;497;E;data latih;Menghilang dari kelas
MHS1020;1;17;3;9773;1;1;132.0;1;1;1;4;9;124.3;1;0;1;1;0;1;19;0;0;6;6;6;11.833333333333334;0;0;6;7;6;12.285714285714286;0;15.5;2.8;-4.06;Graduate;673;B;data latih;Tidak dipanggil
MHS1021;1;1;2;9500;1;1;126.0;1;1;38;4;7;124.3;1;0;0;1;0;1;20;0;0;8;8;8;12.98125;0;0;8;8;8;12.98125;0;9.4;-0.8;-3.12;Graduate;724;A;data latih;Tidak dipanggil
MHS1022;1;44;1;9147;1;39;117.4;1;19;1;4;9;117.4;1;0;0;1;0;0;21;0;4;7;10;6;11.333333333333334;0;1;5;6;5;11.2;0;11.1;0.6;2.02;Graduate;598;D;data latih;Berjuang secara akademik
MHS1023;1;43;2;9500;1;1;120.0;1;41;3;2;2;112.7;0;0;0;1;0;0;21;0;0;8;12;6;11.68;0;0;8;12;6;11.68;0;10.8;1.4;1.74;Graduate;642;C;data uji;Tidak dipanggil
MHS1024;1;17;1;9070;1;1;116.0;1;38;38;9;9;123.7;0;0;0;1;0;0;20;0;0;6;6;6;14.5;0;0;6;7;6;13.5;0;11.1;0.6;2.02;Graduate;687;B;data latih;Tidak dipanggil
MHS1025;1;18;2;9853;1;1;111.0;1;38;38;191;171;105.8;1;0;0;1;0;0;19;0;0;7;7;7;13.142857142857142;0;0;7;8;7;12.857142857142858;0;8.9;1.4;3.51;Graduate;672;B;data latih;Tidak dipanggil
MHS1026;1;17;3;9085;1;1;128.0;1;1;19;4;90;124.2;0;0;0;0;0;0;21;0;0;5;8;2;11.5;0;0;5;7;2;10.5;0;7.6;2.6;0.32;Dropout;511;E;data uji;Terhalang biaya
MHS1027;1;1;1;9085;1;1;123.0;1;30;19;4;90;122.3;0;0;0;1;0;0;18;0;0;5;6;5;14.2;0;0;5;7;5;11.8;0;7.6;2.6;0.32;Graduate;611;C;data latih;Tidak dipanggil
MHS1028;1;1;5;9254;1;1;131.0;1;19;37;9;9;123.7;0;0;0;1;0;1;19;0;0;6;8;5;11.666666666666666;0;0;6;7;5;12.2;0;8.9;1.4;3.51;Graduate;650;C;data latih;Tidak dipanggil
MHS1029;1;17;2;9500;1;1;135.0;1;19;19;9;4;129.8;1;0;0;1;0;0;18;0;0;7;8;7;13.175;0;0;8;8;8;14.875;0;13.9;-0.3;0.79;Graduate;697;A;data latih;Tidak dipanggil
MHS1030;1;1;4;9500;1;1;136.0;1;1;1;9;9;123.8;1;0;0;1;0;1;19;0;0;8;8;7;13.314285714285717;0;0;8;8;7;13.314285714285717;0;12.7;3.7;-1.7;Graduate;726;A;data latih;Tidak dipanggil
MHS1031;1;1;2;9147;1;1;132.0;1;1;19;4;3;126.4;1;0;0;1;0;1;18;0;0;5;13;3;10.6;0;0;5;12;3;10.5;0;13.9;-0.3;0.79;Graduate;623;C;data latih;Tidak dipanggil
MHS1032;1;1;1;9853;1;1;120.0;1;19;37;5;7;115.1;0;0;0;1;0;1;18;0;0;6;11;4;12.0;0;0;6;8;4;10.75;0;15.5;2.8;-4.06;Enrolled;619;C;mahasiswa aktif;Tidak dipanggil
MHS1033;1;1;1;9773;1;1;144.0;1;37;37;8;8;138.4;0;0;0;1;0;0;18;0;0;6;7;6;13.428571428571429;0;0;6;7;6;14.142857142857142;0;13.9;-0.3;0.79;Graduate;699;A;data latih;Tidak dipanggil
MHS1034;1;17;1;9085;1;1;129.0;1;1;37;9;9;118.2;1;0;0;1;0;1;18;0;0;5;7;4;13.25;0;0;5;8;5;15.571428571428571;0;10.8;1.4;1.74;Graduate;668;B;data latih;Tidak dipanggil
MHS1035;1;17;1;9070;1;1;136.0;1;38;19;7;7;121.7;1;0;0;1;0;0;18;0;0;6;6;2;13.0;0;0;6;6;0;0.0;0;12.4;0.5;1.79;Dropout;604;C;data latih;Tidak dipanggil
MHS1036;1;1;3;9070;1;1;125.0;1;1;38;9;7;118.0;0;0;0;1;0;1;18;0;0;6;6;6;14.333333333333334;0;0;6;7;6;14.0;0;11.1;0.6;2.02;Enrolled;732;A;mahasiswa aktif;Tidak dipanggil
MHS1037;1;17;1;9238;1;1;125.0;1;1;38;9;7;119.8;0;0;0;1;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout;565;D;data latih;Menghilang dari kelas
MHS1038;1;1;1;9238;1;1;154.0;1;1;3;4;2;164.9;0;0;0;1;0;0;18;0;0;6;6;6;14.0;0;0;6;6;6;13.166666666666666;0;10.8;1.4;1.74;Graduate;702;A;data uji;Tidak dipanggil
MHS1039;1;42;1;9085;1;1;100.0;1;1;38;4;9;100.0;1;0;0;1;0;1;20;0;1;2;2;2;12.0;0;1;6;11;6;12.833333333333334;0;13.9;-0.3;0.79;Graduate;684;B;data uji;Tidak dipanggil
MHS1040;1;1;1;9853;1;1;124.0;1;3;1;2;5;121.6;0;0;0;1;0;0;18;0;0;6;9;5;12.333333333333334;0;0;6;10;5;10.6;0;15.5;2.8;-4.06;Enrolled;597;D;mahasiswa aktif;Berjuang secara akademik
MHS1041;1;17;4;9070;1;1;126.0;1;1;19;4;5;120.4;1;0;0;1;0;0;18;0;0;6;8;5;11.8;0;0;6;7;5;10.4;1;16.2;0.3;-0.92;Graduate;594;D;data latih;Berjuang secara akademik
MHS1042;1;18;6;9500;1;1;124.0;1;37;37;9;7;117.8;0;0;0;1;0;1;20;0;0;8;8;7;12.791428571428572;1;0;8;8;7;12.791428571428572;1;10.8;1.4;1.74;Graduate;707;A;data latih;Tidak dipanggil
MHS1043;4;43;1;9670;1;1;150.0;1;37;37;9;6;110.0;0;0;0;1;0;0;40;0;4;8;8;8;11.625;0;3;7;12;5;11.2;0;9.4;-0.8;-3.12;Graduate;584;D;data latih;Berjuang secara akademik
MHS1044;1;1;6;9500;1;1;133.0;1;38;38;9;9;128.8;1;0;0;1;0;1;18;0;0;7;11;6;11.994444444444444;0;0;8;11;7;12.43142857142857;0;15.5;2.8;-4.06;Graduate;713;A;data latih;Tidak dipanggil
MHS1045;1;1;5;9254;1;1;126.0;1;19;19;4;7;116.6;1;0;0;1;0;0;19;0;0;6;9;5;11.6;0;0;6;12;5;12.2;0;13.9;-0.3;0.79;Graduate;621;C;data latih;Tidak dipanggil
MHS1046;1;7;1;9991;0;40;120.0;1;1;19;4;9;120.0;0;0;0;1;0;0;24;0;0;5;5;0;0.0;0;0;5;6;0;0.0;0;12.4;0.5;1.79;Dropout;521;E;data latih;Menghilang dari kelas
MHS1047;1;1;3;9773;1;1;175.0;1;3;38;2;10;157.5;1;0;0;1;0;0;19;0;0;6;8;6;13.166666666666666;0;0;6;7;6;13.166666666666666;0;10.8;1.4;1.74;Dropout;692;B;data latih;Tidak dipanggil
MHS1048;1;1;6;9500;1;1;141.0;1;2;1;4;4;136.3;1;0;0;1;0;0;19;0;0;8;8;7;14.1;0;0;8;8;7;14.1;0;10.8;1.4;1.74;Graduate;704;A;data uji;Tidak dipanggil
MHS1049;1;1;1;9500;1;1;133.0;1;1;19;9;6;121.5;1;0;0;1;0;1;20;0;0;7;8;6;12.396666666666668;0;0;8;9;7;12.94285714285714;0;11.1;0.6;2.02;Graduate;721;A;data latih;Tidak dipanggil
MHS1050;1;1;1;9500;1;1;143.0;1;38;38;5;5;133.9;0;0;0;1;0;0;18;0;0;7;7;7;15.014285714285714;0;0;8;8;8;16.0875;0;12.4;0.5;1.79;Graduate;706;A;data latih;Tidak dipanggil
MHS1051;1;1;1;171;1;1;141.0;1;1;38;4;8;136.8;1;0;0;1;0;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;Graduate;591;D;data latih;Menghilang dari kelas
MHS1052;1;17;2;9500;1;1;134.0;1;19;37;4;7;133.5;1;0;0;1;0;0;19;0;0;7;8;7;14.05;0;0;8;8;8;15.1;0;13.9;-0.3;0.79;Graduate;697;A;data latih;Tidak dipanggil
MHS1053;1;17;3;9500;1;1;138.0;1;3;3;4;5;130.0;1;0;0;1;0;0;18;0;0;7;8;7;14.85;0;0;8;8;8;15.2;0;13.9;-0.3;0.79;Dropout;699;A;data uji;Tidak dipanggil
MHS1054;1;44;1;9085;1;39;140.0;1;3;3;2;2;140.0;1;0;0;1;0;0;19;0;0;6;10;6;13.0;0;0;6;19;5;13.0;0;12.4;0.5;1.79;Graduate;647;C;data latih;Tidak dipanggil
MHS1055;1;1;2;9500;1;1;142.0;1;37;37;9;7;132.7;1;0;0;1;0;1;19;0;0;7;8;7;14.7875;0;0;8;8;8;15.8625;0;13.9;-0.3;0.79;Graduate;733;A;data latih;Tidak dipanggil
MHS1056;1;1;1;9500;1;1;118.0;1;19;19;5;7;117.8;0;0;0;1;0;1;19;0;0;7;7;7;13.7;0;0;8;9;7;14.671428571428574;0;12.4;0.5;1.79;Graduate;731;A;data latih;Tidak dipanggil
MHS1057;1;1;2;9500;1;1;131.0;1;1;37;4;4;126.1;1;0;0;1;0;1;19;0;0;7;7;7;12.495714285714286;0;0;8;9;7;12.242857142857144;0;11.1;0.6;2.02;Dropout;718;A;data latih;Tidak dipanggil
MHS1058;1;1;1;9500;1;1;130.0;1;1;38;1;7;120.0;0;0;0;1;0;0;19;0;0;7;7;6;14.566666666666668;0;0;7;7;6;14.566666666666668;0;7.6;2.6;0.32;Graduate;706;A;data latih;Tidak dipanggil
MHS1059;1;39;1;9670;1;12;133.1;1;1;19;1;5;100.0;1;0;1;0;0;0;25;0;0;5;5;5;11.2;0;0;5;5;4;11.25;0;9.4;-0.8;-3.12;Dropout;458;E;data latih;Terhalang biaya
MHS1060;1;1;1;9500;1;1;130.0;1;19;19;4;10;116.8;0;0;0;1;0;0;20;0;0;8;8;7;12.685714285714283;0;0;8;8;7;12.685714285714283;0;12.7;3.7;-1.7;Graduate;687;B;data uji;Tidak dipanggil
MHS1061;1;53;1;9238;1;42;130.0;1;1;19;5;5;128.3;0;0;1;0;0;0;23;0;5;9;12;7;13.571428571428571;0;4;9;14;4;13.25;0;8.9;1.4;3.51;Dropout;538;E;data latih;Terhalang biaya
MHS1062;1;1;1;9070;1;1;133.1;1;19;19;7;7;117.0;0;0;0;1;0;0;20;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout;564;D;data latih;Menghilang dari kelas
MHS1063;1;39;1;8014;0;1;130.0;1;37;11;9;10;131.5;0;0;0;1;0;0;27;0;0;6;8;5;11.0;0;0;6;7;6;11.166666666666666;0;11.1;0.6;2.02;Graduate;601;C;data latih;Tidak dipanggil
MHS1064;1;1;1;9500;1;1;149.0;1;19;1;4;4;134.8;0;0;0;1;0;0;18;0;0;8;8;8;14.445;0;0;8;8;8;14.445;0;9.4;-0.8;-3.12;Graduate;706;A;data latih;Tidak dipanggil
MHS1065;1;1;1;9853;1;1;163.0;1;19;1;5;10;146.6;1;0;1;1;0;0;18;0;0;6;9;5;13.6;0;0;6;10;4;11.75;0;9.4;-0.8;-3.12;Enrolled;574;D;mahasiswa aktif;Berjuang secara akademik
